,CODIGO_AGENCIA,ID_RUTA,ID_CLIENTE,DESCRIPCION_CLIENTE,ID_RFC_CLIENTE,NOMBRE_TIENDA,ESTADO,CIUDAD,CODIGO_POSTAL,COLONIA,CALLE,NUMERO_EXTERIOR,NUMERO_INTERIOR,FORMA_PAGO,DIAS_CREDITO,ID_LETRA_FACTURACION,ID_TIPO_FISCAL,DIRECCION_FISCAL,POBLACION,CODIGO_CADENA,ID_TIPO_VENTA,CLIENTE_CREDITO,TOPE_DEVOLUCION,TIPO_FACT,TIPO_CLIENTE,REGISTRAR_FOLIO,APLICA_DC,NUMERO_TIENDA,CALLE_CRUZA,IMP_PESITO,VISITAS,ID_TIPO_DOCUMENTO,COMISION_PESITO,MONEDERO,DOCTODIGITAL,CREDITO_PESITO,IMP_PESITO_CLIENTE,TASA_COMISION,QUINCENAL,FACT_DIGITAL,PREIMPRESA,IMP_SE_CLIENTE,LONG_FOLIO_NV,LONG_FOLIO_NC,LEYENDA_CLIENTE_NV,LEYENDA_CLIENTE_NC,PRINT_STAMP
139,39659,241,4575745,625 SORIANA SUPER METRO ROSARIO,TSO991022PB6,"TIENDAS SORIANA, S.A. DE C.V.",CIUDAD DE MEXICO,AZCAPOTZALCO,2100,EL ROSARIO,AVENIDA EL ROSARIO,901,1,1,45,EGFJ,4,ALEJANDRO DE RODAS 3102 -A COL. LAS CUMBRES 8VO SEC MONTERREY NUEVO LEON MEXICO 64610,AZCAPOTZALCO,19,41,1,2.09999990463257,2,0,1,0,625,SAN CARLOS y CANANEA,0,0,FC,2,0,0,0,1,16,0,1,1,0,6,6,No. de Folio:,No. de Folio:,1
140,12688,244,21122,3862 SC AZCAPOTZALCO,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",CIUDAD DE MEXICO,AZCAPOTZALCO,2770,SANTA CRUZ ACAYUCAN,AVENIDA NEXTENGO,78,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,AZCAPOTZALCO,4,29,1,2.09999990463257,2,0,1,0,3862,FFCC y CAMINO A NEXTENCO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
141,20139,244,21122,3862 SC AZCAPOTZALCO,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",CIUDAD DE MEXICO,AZCAPOTZALCO,2770,SANTA CRUZ ACAYUCAN,AVENIDA NEXTENGO,78,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,AZCAPOTZALCO,4,29,1,2.5,1,0,1,0,3862,FFCC y CAMINO A NEXTENCO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
142,39659,244,21122,3862 SC AZCAPOTZALCO,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",CIUDAD DE MEXICO,AZCAPOTZALCO,2770,SANTA CRUZ ACAYUCAN,AVENIDA NEXTENGO,78,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,AZCAPOTZALCO,4,29,1,2.09999990463257,2,0,1,0,3862,FFCC y CAMINO A NEXTENCO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
143,12688,249,20877,3847 SC SATELITE,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53100,CIUDAD SATELITE,CIRCUITO METALURGISTAS,54,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,4,29,1,2.09999990463257,2,0,1,0,3847,BOULEVARD AVILA CAMACHO ANILLO PERIFERICO y CIRCUI,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
144,20139,249,20877,3847 SC SATELITE,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53100,CIUDAD SATELITE,CIRCUITO METALURGISTAS,54,1,1,23,EEGB,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,4,29,1,2.5,1,0,1,0,3847,BOULEVARD AVILA CAMACHO ANILLO PERIFERICO y CIRCUI,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
145,39659,249,20877,3847 SC SATELITE,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53100,CIUDAD SATELITE,CIRCUITO METALURGISTAS,54,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,4,29,1,2.09999990463257,2,0,1,0,3847,BOULEVARD AVILA CAMACHO ANILLO PERIFERICO y CIRCUI,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
146,12688,251,21082,3824 SP ORADORES,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54050,MAGISTERIAL VISTA BELLA,LAURO AGUIRRE,1,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,3,29,1,2.09999990463257,2,0,1,0,3824,VIA ADOLFO LOPEZ MATEOS y LAURO AGUIRRE,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
147,20139,251,21082,3824 SP ORADORES,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54050,MAGISTERIAL VISTA BELLA,LAURO AGUIRRE,1,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,3,29,1,2.5,1,0,1,0,3824,VIA ADOLFO LOPEZ MATEOS y LAURO AGUIRRE,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
148,39659,251,21082,3824 SP ORADORES,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54050,MAGISTERIAL VISTA BELLA,LAURO AGUIRRE,1,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,3,29,1,2.09999990463257,2,0,1,0,3824,VIA ADOLFO LOPEZ MATEOS y LAURO AGUIRRE,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
149,12688,252,20919,3825 SP SAN MATEO,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53000,SAN BARTOLO NAUCALPAN (NAUCALPAN CENTRO),CAMINO A SAN MATEO COL ANEXO COAMILCO,20,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,3,29,1,2.09999990463257,2,0,1,0,3825,CAMINO A SAN MATEO y COLINA DE LA QUEBRADA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
150,20139,252,20919,3825 SP SAN MATEO,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53000,SAN BARTOLO NAUCALPAN (NAUCALPAN CENTRO),CAMINO A SAN MATEO COL ANEXO COAMILCO,20,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,3,29,1,2.5,1,0,1,0,3825,CAMINO A SAN MATEO y COLINA DE LA QUEBRADA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
151,39659,252,20919,3825 SP SAN MATEO,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53000,SAN BARTOLO NAUCALPAN (NAUCALPAN CENTRO),CAMINO A SAN MATEO COL ANEXO COAMILCO,20,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,3,29,1,2.09999990463257,2,0,1,0,3825,CAMINO A SAN MATEO y COLINA DE LA QUEBRADA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
152,12688,253,21035,3838 SP LOMAS VERDES,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53120,LOMAS VERDES 1A SECCION,AVENIDA PASEO LOMAS VERDES,545,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,3,29,1,2.09999990463257,2,0,1,0,3838,AVENIDA CRISTOBAL COLON y AVENIDA PASEO LOMAS VERD,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
153,20139,253,21035,3838 SP LOMAS VERDES,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53120,LOMAS VERDES 1A SECCION,AVENIDA PASEO LOMAS VERDES,545,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,3,29,1,2.5,1,0,1,0,3838,AVENIDA CRISTOBAL COLON y AVENIDA PASEO LOMAS VERD,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
154,39659,253,21035,3838 SP LOMAS VERDES,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53120,LOMAS VERDES 1A SECCION,AVENIDA PASEO LOMAS VERDES,545,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,NAUCALPAN DE JUAREZ,3,29,1,2.09999990463257,2,0,1,0,3838,AVENIDA CRISTOBAL COLON y AVENIDA PASEO LOMAS VERD,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
155,12688,260,20545,3759 BA SAN RAFAEL,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",CIUDAD DE MEXICO,CUAUHTEMOC,6470,SAN RAFAEL,SERAPIO RENDON,117,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,CUAUHTEMOC,363,29,1,2.09999990463257,2,0,1,0,3759,ANTONIO CASO y SULLIVAN,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
156,20139,260,20545,3759 BA SAN RAFAEL,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",CIUDAD DE MEXICO,CUAUHTEMOC,6470,SAN RAFAEL,SERAPIO RENDON,117,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,CUAUHTEMOC,363,29,1,2.5,1,0,1,0,3759,ANTONIO CASO y SULLIVAN,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
157,39659,260,20545,3759 BA SAN RAFAEL,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",CIUDAD DE MEXICO,CUAUHTEMOC,6470,SAN RAFAEL,SERAPIO RENDON,117,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,CUAUHTEMOC,363,29,1,2.09999990463257,2,0,1,0,3759,ANTONIO CASO y SULLIVAN,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
158,12688,280,2181030,117 CHEDRAUI SAN ESTEBAN,TCH850701RM1,"TIENDAS CHEDRAUI, S.A. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53550,SAN ESTEBAN HUITZILACASCO,CALLE SAN ESTEBAN,46,1,1,45,EGFJ,4,AV CONSTITUYENTES 1150 LOMAS ALTAS MIGUEL HIDALGO CIUDAD DE MEXICO MEXICO 11950,NAUCALPAN DE JUAREZ,17,25,1,2.09999990463257,2,0,1,0,117,AVENIDA CENTRAL y CIUDAD AZTECA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
159,20139,280,2181030,117 CHEDRAUI SAN ESTEBAN,TCH850701RM1,"TIENDAS CHEDRAUI, S.A. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53550,SAN ESTEBAN HUITZILACASCO,CALLE SAN ESTEBAN,46,1,1,30,EEFG,4,AV CONSTITUYENTES 1150 LOMAS ALTAS MIGUEL HIDALGO CIUDAD DE MEXICO MEXICO 11950,NAUCALPAN DE JUAREZ,17,25,1,2.5,1,0,1,0,117,AVENIDA CENTRAL y CIUDAD AZTECA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
160,39659,280,2181030,117 CHEDRAUI SAN ESTEBAN,TCH850701RM1,"TIENDAS CHEDRAUI, S.A. DE C.V.",MEXICO,NAUCALPAN DE JUAREZ,53550,SAN ESTEBAN HUITZILACASCO,CALLE SAN ESTEBAN,46,1,1,45,EGFJ,4,AV CONSTITUYENTES 1150 LOMAS ALTAS MIGUEL HIDALGO CIUDAD DE MEXICO MEXICO 11950,NAUCALPAN DE JUAREZ,17,25,1,2.09999990463257,2,0,1,0,117,AVENIDA CENTRAL y CIUDAD AZTECA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
161,12688,286,4235166,522 HIPER SORIANA BUENAVISTA,TSO991022PB6,"TIENDAS SORIANA, S.A. DE C.V.",CIUDAD DE MEXICO,CUAUHTEMOC,6350,BUENAVISTA,EJE 1 NORTE MOSQUETA,259,1,1,45,EGFJ,4,ALEJANDRO DE RODAS 3102 -A COL. LAS CUMBRES 8VO SEC MONTERREY NUEVO LEON MEXICO 64610,CUAUHTEMOC,19,41,1,2.09999990463257,2,0,1,0,522,AVENIDA INSURGENTES NORTE y ALDAMA,0,0,FC,2,0,0,0,1,16,0,1,1,0,6,6,No. de Folio:,No. de Folio:,1
162,20139,286,4235166,522 HIPER SORIANA BUENAVISTA,TSO991022PB6,"TIENDAS SORIANA, S.A. DE C.V.",CIUDAD DE MEXICO,CUAUHTEMOC,6350,BUENAVISTA,EJE 1 NORTE MOSQUETA,259,1,1,31,EEFG,4,ALEJANDRO DE RODAS 3102-A COL. LAS CUMBRES 8VO SEC MONTERREY NUEVO LEON MEXICO 64610,CUAUHTEMOC,19,41,1,2.5,1,0,1,0,522,AVENIDA INSURGENTES NORTE y ALDAMA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
163,39659,286,4235166,522 HIPER SORIANA BUENAVISTA,TSO991022PB6,"TIENDAS SORIANA, S.A. DE C.V.",CIUDAD DE MEXICO,CUAUHTEMOC,6350,BUENAVISTA,EJE 1 NORTE MOSQUETA,259,1,1,45,EGFJ,4,ALEJANDRO DE RODAS 3102 -A COL. LAS CUMBRES 8VO SEC MONTERREY NUEVO LEON MEXICO 64610,CUAUHTEMOC,19,41,1,2.09999990463257,2,0,1,0,522,AVENIDA INSURGENTES NORTE y ALDAMA,0,0,FC,2,0,0,0,1,16,0,1,1,0,6,6,No. de Folio:,No. de Folio:,1
164,12688,288,1887410,3074 BA VILLAS DE LA HACIENDA,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,ATIZAPAN DE ZARAGOZA,52929,VILLAS DE LA HACIENDA,CARRETERA LAGO DE GUADALUPE,388,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,ATIZAPAN DE ZARAGOZA,363,29,1,2.09999990463257,2,0,1,0,3074,LUIS DONALDO COLOSIO y CALLE DEL CHARRO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
165,20139,288,1887410,3074 BA VILLAS DE LA HACIENDA,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,ATIZAPAN DE ZARAGOZA,52929,VILLAS DE LA HACIENDA,CARRETERA LAGO DE GUADALUPE,388,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,ATIZAPAN DE ZARAGOZA,363,29,1,2.5,1,0,1,0,3074,LUIS DONALDO COLOSIO y CALLE DEL CHARRO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
166,39659,288,1887410,3074 BA VILLAS DE LA HACIENDA,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,ATIZAPAN DE ZARAGOZA,52929,VILLAS DE LA HACIENDA,CARRETERA LAGO DE GUADALUPE,388,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,ATIZAPAN DE ZARAGOZA,363,29,1,2.09999990463257,2,0,1,0,3074,LUIS DONALDO COLOSIO y CALLE DEL CHARRO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
167,12688,300,21037,3826 SP VIVEROS,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54060,VIVEROS DEL VALLE,VIVEROS DE LA HACIENDA,1,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,3,29,1,2.09999990463257,2,0,1,0,3826,BOULEVARD MANUEL AVILA CAMACHO ANILLO PERIFERICO y,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
168,20139,300,21037,3826 SP VIVEROS,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54060,VIVEROS DEL VALLE,VIVEROS DE LA HACIENDA,1,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,3,29,1,2.5,1,0,1,0,3826,BOULEVARD MANUEL AVILA CAMACHO ANILLO PERIFERICO y,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
169,39659,300,21037,3826 SP VIVEROS,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54060,VIVEROS DEL VALLE,VIVEROS DE LA HACIENDA,1,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,3,29,1,2.09999990463257,2,0,1,0,3826,BOULEVARD MANUEL AVILA CAMACHO ANILLO PERIFERICO y,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
170,12688,301,1407716,1169 SC PLAZA ARBOLEDAS,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54030,CENTRO INDUSTRIAL TLALNEPANTLA,AUTOPISTA MEXICO QUERETARO,3985,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,4,29,1,2.09999990463257,2,0,1,0,1169,GUSTAVO BAZ y AUTOPISTA MEXICO QUERETARO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
171,20139,301,1407716,1169 SC PLAZA ARBOLEDAS,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54030,CENTRO INDUSTRIAL TLALNEPANTLA,AUTOPISTA MEXICO QUERETARO,3985,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,4,29,1,2.5,1,0,1,0,1169,GUSTAVO BAZ y AUTOPISTA MEXICO QUERETARO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
172,39659,301,1407716,1169 SC PLAZA ARBOLEDAS,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,TLALNEPANTLA DE BAZ,54030,CENTRO INDUSTRIAL TLALNEPANTLA,AUTOPISTA MEXICO QUERETARO,3985,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,TLALNEPANTLA DE BAZ,4,29,1,2.09999990463257,2,0,1,0,1169,GUSTAVO BAZ y AUTOPISTA MEXICO QUERETARO,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
173,12688,302,2154317,1584 SC ESPACIO ESMERALDA,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,ATIZAPAN DE ZARAGOZA,52936,LA ESTADIA,AVENIDA DOCTOR JIMENEZ CANTU,1,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,ATIZAPAN DE ZARAGOZA,4,29,1,2.09999990463257,2,0,1,0,1584,AVENIDA DOCTOR JIMENEZ CANTU y ATIZAPAN DE ZARAGOZ,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
174,20139,302,2154317,1584 SC ESPACIO ESMERALDA,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,ATIZAPAN DE ZARAGOZA,52936,LA ESTADIA,AVENIDA DOCTOR JIMENEZ CANTU,1,1,1,23,EEFG,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,ATIZAPAN DE ZARAGOZA,4,29,1,2.5,1,0,1,0,1584,AVENIDA DOCTOR JIMENEZ CANTU y ATIZAPAN DE ZARAGOZ,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
175,39659,302,2154317,1584 SC ESPACIO ESMERALDA,NWM9709244W4,"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V.",MEXICO,ATIZAPAN DE ZARAGOZA,52936,LA ESTADIA,AVENIDA DOCTOR JIMENEZ CANTU,1,1,1,30,EGFJ,4,AV. NEXTENGO 78 SANTA CRUZ ACAYUCAN DEL AZCAPOTZALCO MEXICO CIUDAD DE MEXICO C.P. 02770,ATIZAPAN DE ZARAGOZA,4,29,1,2.09999990463257,2,0,1,0,1584,AVENIDA DOCTOR JIMENEZ CANTU y ATIZAPAN DE ZARAGOZ,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,No de Folio:,No de Folio:,1
176,12688,303,2096230,375 COMERCIAL BOSQUE LA ESMERALDA,CCF121101KQ4,COMERCIAL CITY FRESKO S DE RL DE CV,MEXICO,ATIZAPAN DE ZARAGOZA,52930,BOSQUE ESMERALDA,BOSQUES DE ARAYAN,MZ 5,LT 1,1,45,EGFJ,4,AVENIDA INSURGENTES SUR 1517 MODULO 2 SAN JOSE INSURGENTES BENITO JUAREZ CIUDAD DE MEXICO 03900,ATIZAPAN DE ZARAGOZA,1264,51,1,2.09999990463257,2,0,1,0,375,AVENIDA DR. JORGE JIMENEZ CANTU y CALLE RESIDENCIA,0,0,FC,2,0,0,0,1,16,0,1,1,0,6,6,No. de Folio:,No. de Folio:,1
177,20139,303,2096230,375 CITY FRESKO BOSQUE LA ESMERALDA,CCF121101KQ4,COMERCIAL CITY FRESKO S DE RL DE CV,MEXICO,ATIZAPAN DE ZARAGOZA,52930,BOSQUE ESMERALDA,BOSQUES DE ARAYAN,MZ 5,LT 1,1,21,EEFG,4,AVENIDA INSURGENTES SUR 1517 MODULO 2 SAN JOSE INSURGENTES BENITO JUAREZ CIUDAD DE MEXICO 03900,ATIZAPAN DE ZARAGOZA,1264,51,1,2.5,1,0,1,0,375,AVENIDA DR. JORGE JIMENEZ CANTU y CALLE RESIDENCIA,0,0,FC,2,0,0,0,1,16,0,1,1,0,10,10,Nota de Venta,Credito digital,1
178,39659,303,2096230,375 COMERCIAL BOSQUE LA ESMERALDA,CCF121101KQ4,COMERCIAL CITY FRESKO S DE RL DE CV,MEXICO,ATIZAPAN DE ZARAGOZA,52930,BOSQUE ESMERALDA,BOSQUES DE ARAYAN,MZ 5,LT 1,1,45,EGFJ,4,AVENIDA INSURGENTES SUR 1517 MODULO 2 SAN JOSE INSURGENTES BENITO JUAREZ CIUDAD DE MEXICO 03900,ATIZAPAN DE ZARAGOZA,1264,51,1,2.09999990463257,2,0,1,0,375,AVENIDA DR. JORGE JIMENEZ CANTU y CALLE RESIDENCIA,0,0,FC,2,0,0,0,1,16,0,1,1,0,6,6,No. de Folio:,No. de Folio:,1
